Booking_ID,room_type_reserved,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,no_of_special_requests
INN14986,Room_Type 1,Offline,0,0,0,2
INN14987,Room_Type 1,Online,0,0,0,1
INN14988,Room_Type 1,Offline,0,0,0,0
INN14989,Room_Type 6,Online,0,0,0,1
INN14990,Room_Type 1,Online,0,0,0,0
INN14991,Room_Type 1,Offline,0,0,0,0
INN14992,Room_Type 1,Online,0,0,0,2
INN14993,Room_Type 1,Offline,0,0,0,1
INN14994,Room_Type 1,Offline,0,0,0,0
INN14995,Room_Type 1,Online,0,0,0,0
INN14996,Room_Type 1,Online,0,0,0,1
INN14997,Room_Type 1,Online,0,0,0,1
INN14998,Room_Type 1,Online,0,0,0,1
INN14999,Room_Type 4,Online,0,0,0,1
INN15000,Room_Type 1,Online,0,0,0,1
INN15001,Room_Type 1,Offline,0,0,0,1
INN15002,Room_Type 1,Corporate,1,0,2,0
INN15003,Room_Type 1,Offline,0,0,0,0
INN15004,Room_Type 1,Offline,0,0,0,0
INN15005,Room_Type 1,Online,0,0,0,2
INN15006,Room_Type 4,Online,0,0,0,1
INN15007,Room_Type 1,Online,0,0,0,0
INN15008,Room_Type 1,Offline,0,0,0,1
INN15009,Room_Type 1,Online,0,0,0,1
INN15010,Room_Type 1,Offline,0,0,0,0
INN15011,Room_Type 1,Online,0,0,0,0
INN15012,Room_Type 4,Offline,0,0,0,0
INN15013,Room_Type 1,Offline,0,0,0,0
INN15014,Room_Type 1,Offline,0,0,0,0
INN15015,Room_Type 4,Offline,0,0,0,0
INN15016,Room_Type 1,Corporate,0,0,0,0
INN15017,Room_Type 1,Offline,0,0,0,0
INN15018,Room_Type 1,Online,0,0,0,1
INN15019,Room_Type 1,Offline,0,0,0,0
INN15020,Room_Type 1,Online,0,0,0,0
INN15021,Room_Type 1,Online,0,0,0,0
INN15022,Room_Type 1,Offline,0,0,0,0
INN15023,Room_Type 1,Online,0,0,0,2
INN15024,Room_Type 1,Online,0,0,0,0
INN15025,Room_Type 1,Online,0,0,0,0
INN15026,Room_Type 1,Online,0,0,0,1
INN15027,Room_Type 1,Offline,0,0,0,0
INN15028,Room_Type 1,Online,0,0,0,1
INN15029,Room_Type 2,Online,0,0,0,2
INN15030,Room_Type 1,Offline,0,0,0,0
INN15031,Room_Type 1,Online,0,0,0,2
INN15032,Room_Type 1,Corporate,1,0,3,0
INN15033,Room_Type 1,Online,0,0,0,1
INN15034,Room_Type 1,Online,0,0,0,0
INN15035,Room_Type 4,Aviation,0,0,0,0
INN15036,Room_Type 1,Online,0,0,0,0
INN15037,Room_Type 1,Online,0,0,0,1
INN15038,Room_Type 1,Online,0,0,0,1
INN15039,Room_Type 4,Online,0,0,0,1
INN15040,Room_Type 1,Offline,0,0,0,0
INN15041,Room_Type 1,Offline,0,0,0,0
INN15042,Room_Type 1,Corporate,0,0,0,3
INN15043,Room_Type 5,Corporate,0,0,0,0
INN15044,Room_Type 1,Offline,0,0,0,0
INN15045,Room_Type 1,Offline,0,0,0,1
INN15046,Room_Type 4,Online,0,0,0,1
INN15047,Room_Type 1,Corporate,0,0,0,0
INN15048,Room_Type 1,Online,0,0,0,2
INN15049,Room_Type 1,Online,0,0,0,1
INN15050,Room_Type 1,Offline,0,0,0,0
INN15051,Room_Type 1,Corporate,0,0,0,0
INN15052,Room_Type 1,Online,0,0,0,1
INN15053,Room_Type 4,Online,0,0,0,1
INN15054,Room_Type 2,Offline,0,0,0,0
INN15055,Room_Type 1,Online,0,0,0,1
INN15056,Room_Type 1,Corporate,1,2,7,0
INN15057,Room_Type 1,Online,0,0,0,2
INN15058,Room_Type 1,Online,0,0,0,0
INN15059,Room_Type 1,Offline,0,0,0,1
INN15060,Room_Type 1,Online,0,0,0,1
INN15061,Room_Type 2,Online,0,0,0,0
INN15062,Room_Type 2,Online,0,0,0,0
INN15063,Room_Type 1,Online,0,0,0,1
INN15064,Room_Type 1,Online,0,0,0,0
INN15065,Room_Type 1,Offline,0,0,0,0
INN15066,Room_Type 1,Online,0,0,0,0
INN15067,Room_Type 1,Online,0,0,0,1
INN15068,Room_Type 1,Corporate,0,0,0,0
INN15069,Room_Type 1,Corporate,0,0,0,1
INN15070,Room_Type 1,Offline,0,0,0,0
INN15071,Room_Type 1,Online,0,0,0,0
INN15072,Room_Type 1,Offline,0,0,0,0
INN15073,Room_Type 1,Offline,0,0,0,0
INN15074,Room_Type 1,Online,0,0,0,1
INN15075,Room_Type 1,Online,0,0,0,0
INN15076,Room_Type 2,Online,0,0,0,1
INN15077,Room_Type 1,Offline,0,0,0,0
INN15078,Room_Type 1,Online,0,0,0,2
INN15079,Room_Type 4,Online,0,0,0,1
INN15080,Room_Type 4,Online,0,0,0,2
INN15081,Room_Type 4,Offline,0,0,0,1
INN15082,Room_Type 1,Complementary,0,0,0,1
INN15083,Room_Type 1,Online,0,0,0,2
INN15084,Room_Type 1,Online,0,0,0,2
INN15085,Room_Type 1,Offline,0,0,0,0
INN15086,Room_Type 1,Offline,0,0,0,0
INN15087,Room_Type 1,Offline,0,0,0,0
INN15088,Room_Type 1,Online,0,0,0,2
INN15089,Room_Type 1,Online,0,0,0,1
INN15090,Room_Type 1,Offline,0,0,0,0
INN15091,Room_Type 1,Offline,0,0,0,0
INN15092,Room_Type 1,Offline,0,0,0,0
INN15093,Room_Type 1,Online,0,0,0,1
INN15094,Room_Type 1,Offline,0,0,0,0
INN15095,Room_Type 1,Online,0,0,0,0
INN15096,Room_Type 4,Corporate,0,0,0,0
INN15097,Room_Type 1,Online,0,0,0,0
INN15098,Room_Type 4,Online,0,0,0,1
INN15099,Room_Type 1,Online,0,0,0,3
INN15100,Room_Type 1,Online,0,0,0,1
INN15101,Room_Type 4,Online,0,0,0,0
INN15102,Room_Type 1,Offline,0,0,0,0
INN15103,Room_Type 1,Online,0,0,0,1
INN15104,Room_Type 1,Online,0,0,0,1
INN15105,Room_Type 1,Offline,0,0,0,1
INN15106,Room_Type 1,Offline,0,0,0,0
INN15107,Room_Type 1,Online,0,0,0,0
INN15108,Room_Type 4,Online,0,0,0,1
INN15109,Room_Type 1,Offline,0,0,0,0
INN15110,Room_Type 1,Offline,0,0,0,0
INN15111,Room_Type 1,Offline,0,0,0,1
INN15112,Room_Type 4,Online,0,0,0,0
INN15113,Room_Type 4,Offline,0,0,0,3
INN15114,Room_Type 1,Online,0,0,0,1
INN15115,Room_Type 1,Online,0,0,0,2
INN15116,Room_Type 1,Online,0,0,0,2
INN15117,Room_Type 4,Online,0,0,0,2
INN15118,Room_Type 1,Offline,0,0,0,0
INN15119,Room_Type 1,Online,0,0,0,0
INN15120,Room_Type 1,Online,0,0,0,0
INN15121,Room_Type 1,Offline,0,0,0,0
INN15122,Room_Type 4,Online,0,0,0,0
INN15123,Room_Type 4,Online,0,0,0,1
INN15124,Room_Type 1,Online,0,0,0,0
INN15125,Room_Type 1,Offline,0,0,0,0
INN15126,Room_Type 1,Online,0,0,0,1
INN15127,Room_Type 1,Online,0,0,0,1
INN15128,Room_Type 1,Online,0,0,0,0
INN15129,Room_Type 1,Offline,0,0,0,0
INN15130,Room_Type 4,Complementary,0,0,0,0
INN15131,Room_Type 1,Online,0,0,0,2
INN15132,Room_Type 1,Online,0,0,0,1
INN15133,Room_Type 1,Offline,0,0,0,0
INN15134,Room_Type 6,Online,0,0,0,0
INN15135,Room_Type 1,Online,0,0,0,2
INN15136,Room_Type 1,Online,0,0,0,0
INN15137,Room_Type 4,Online,0,0,0,1
INN15138,Room_Type 1,Offline,0,0,0,0
INN15139,Room_Type 4,Online,0,0,0,2
INN15140,Room_Type 1,Online,0,0,0,0
INN15141,Room_Type 4,Online,0,0,0,0
INN15142,Room_Type 1,Online,0,0,0,1
INN15143,Room_Type 1,Online,0,0,0,1
INN15144,Room_Type 1,Online,0,0,0,1
INN15145,Room_Type 1,Offline,0,0,0,0
INN15146,Room_Type 1,Offline,0,0,0,0
INN15147,Room_Type 1,Online,0,0,0,0
INN15148,Room_Type 4,Online,0,0,0,0
INN15149,Room_Type 1,Online,0,0,0,0
INN15150,Room_Type 4,Online,0,0,0,1
INN15151,Room_Type 4,Online,0,0,0,0
INN15152,Room_Type 1,Offline,0,0,0,0
INN15153,Room_Type 1,Online,0,0,0,0
INN15154,Room_Type 1,Offline,0,0,0,0
INN15155,Room_Type 1,Offline,0,0,0,1
INN15156,Room_Type 1,Online,0,0,0,3
INN15157,Room_Type 1,Offline,0,0,0,1
INN15158,Room_Type 1,Online,0,0,0,1
INN15159,Room_Type 1,Offline,0,0,0,1
INN15160,Room_Type 1,Online,1,1,0,0
INN15161,Room_Type 1,Offline,0,0,0,1
INN15162,Room_Type 1,Online,0,0,0,1
INN15163,Room_Type 1,Online,0,0,0,1
INN15164,Room_Type 1,Offline,0,0,0,0
INN15165,Room_Type 1,Online,0,0,0,0
INN15166,Room_Type 1,Online,0,0,0,0
INN15167,Room_Type 1,Offline,0,0,0,0
INN15168,Room_Type 1,Online,0,0,0,1
INN15169,Room_Type 1,Complementary,0,0,0,0
INN15170,Room_Type 4,Offline,0,0,0,0
INN15171,Room_Type 1,Offline,0,0,0,0
INN15172,Room_Type 2,Online,0,0,0,1
INN15173,Room_Type 1,Online,0,0,0,0
INN15174,Room_Type 1,Online,0,0,0,2
INN15175,Room_Type 1,Online,0,0,0,2
INN15176,Room_Type 1,Offline,0,0,0,1
INN15177,Room_Type 1,Online,0,0,0,0
INN15178,Room_Type 1,Complementary,0,0,0,1
INN15179,Room_Type 1,Corporate,0,0,0,0
INN15180,Room_Type 1,Online,0,0,0,2
INN15181,Room_Type 1,Online,0,0,0,0
INN15182,Room_Type 1,Online,0,0,0,0
INN15183,Room_Type 1,Offline,0,0,0,0
INN15184,Room_Type 1,Online,0,0,0,2
INN15185,Room_Type 1,Offline,0,0,0,1
INN15186,Room_Type 1,Online,0,0,0,0
INN15187,Room_Type 1,Online,0,0,0,0
INN15188,Room_Type 1,Online,0,0,0,0
INN15189,Room_Type 1,Offline,0,0,0,0
INN15190,Room_Type 1,Offline,0,0,0,0
INN15191,Room_Type 1,Online,0,0,0,2
INN15192,Room_Type 7,Complementary,0,0,0,1
INN15193,Room_Type 4,Online,0,0,0,1
INN15194,Room_Type 1,Offline,0,0,0,0
INN15195,Room_Type 2,Online,0,0,0,1
INN15196,Room_Type 4,Online,0,0,0,0
INN15197,Room_Type 1,Online,0,0,0,0
INN15198,Room_Type 1,Online,0,0,0,1
INN15199,Room_Type 1,Offline,0,0,0,0
INN15200,Room_Type 1,Online,0,0,0,0
INN15201,Room_Type 6,Online,0,0,0,2
INN15202,Room_Type 1,Corporate,1,0,2,0
INN15203,Room_Type 4,Online,0,0,0,3
INN15204,Room_Type 4,Online,0,0,0,0
INN15205,Room_Type 1,Offline,0,0,0,0
INN15206,Room_Type 1,Offline,0,0,0,0
INN15207,Room_Type 4,Online,0,0,0,2
INN15208,Room_Type 1,Online,0,0,0,1
INN15209,Room_Type 1,Offline,0,0,0,0
INN15210,Room_Type 4,Online,0,0,0,2
INN15211,Room_Type 1,Online,0,0,0,1
INN15212,Room_Type 1,Corporate,0,0,0,0
INN15213,Room_Type 1,Offline,0,0,0,0
INN15214,Room_Type 4,Online,0,0,0,1
INN15215,Room_Type 1,Online,0,0,0,1
INN15216,Room_Type 1,Offline,0,0,0,1
INN15217,Room_Type 1,Offline,0,0,0,0
INN15218,Room_Type 1,Offline,0,0,0,0
INN15219,Room_Type 1,Online,0,0,0,1
INN15220,Room_Type 1,Online,0,0,0,0
INN15221,Room_Type 5,Online,0,0,0,2
INN15222,Room_Type 1,Online,0,0,0,1
INN15223,Room_Type 1,Complementary,0,0,0,1
INN15224,Room_Type 1,Offline,0,0,0,0
INN15225,Room_Type 1,Online,0,0,0,1
INN15226,Room_Type 1,Online,0,0,0,1
INN15227,Room_Type 1,Online,0,0,0,1
INN15228,Room_Type 1,Online,0,0,0,1
INN15229,Room_Type 1,Corporate,0,0,0,1
INN15230,Room_Type 4,Online,0,0,0,1
INN15231,Room_Type 1,Offline,0,0,0,0
INN15232,Room_Type 1,Online,0,0,0,0
INN15233,Room_Type 1,Online,0,0,0,0
INN15234,Room_Type 5,Online,0,0,0,0
INN15235,Room_Type 1,Online,0,0,0,1
INN15236,Room_Type 1,Offline,0,0,0,0
INN15237,Room_Type 1,Online,0,0,0,1
INN15238,Room_Type 1,Offline,0,0,0,0
INN15239,Room_Type 1,Corporate,1,0,1,1
INN15240,Room_Type 4,Online,0,0,0,0
INN15241,Room_Type 4,Online,0,0,0,0
INN15242,Room_Type 1,Online,0,0,0,1
INN15243,Room_Type 7,Online,0,0,0,2
INN15244,Room_Type 1,Offline,0,0,0,0
INN15245,Room_Type 5,Offline,0,0,0,2
INN15246,Room_Type 1,Online,0,0,0,0
INN15247,Room_Type 6,Online,0,0,0,1
INN15248,Room_Type 1,Offline,0,0,0,0
INN15249,Room_Type 1,Online,0,0,0,0
INN15250,Room_Type 1,Offline,0,0,0,0
INN15251,Room_Type 1,Online,0,0,0,2
INN15252,Room_Type 1,Online,0,0,0,1
INN15253,Room_Type 1,Corporate,0,0,0,0
INN15254,Room_Type 1,Offline,0,0,0,0
INN15255,Room_Type 1,Online,0,0,0,1
INN15256,Room_Type 1,Offline,0,0,0,1
INN15257,Room_Type 1,Online,0,0,0,0
INN15258,Room_Type 1,Offline,0,0,0,0
INN15259,Room_Type 4,Online,0,0,0,2
INN15260,Room_Type 1,Offline,0,0,0,0
INN15261,Room_Type 1,Online,0,0,0,1
INN15262,Room_Type 1,Online,0,0,0,2
INN15263,Room_Type 1,Corporate,0,0,0,0
INN15264,Room_Type 1,Offline,0,0,0,0
INN15265,Room_Type 4,Online,0,0,0,1
INN15266,Room_Type 1,Online,0,0,0,0
INN15267,Room_Type 4,Online,0,0,0,2
INN15268,Room_Type 1,Offline,0,0,0,0
INN15269,Room_Type 1,Online,0,0,0,2
INN15270,Room_Type 1,Online,0,0,0,2
INN15271,Room_Type 1,Offline,0,0,0,0
INN15272,Room_Type 1,Offline,0,0,0,0
INN15273,Room_Type 1,Online,0,0,0,0
INN15274,Room_Type 1,Corporate,0,0,0,1
INN15275,Room_Type 1,Offline,0,0,0,0
INN15276,Room_Type 4,Online,0,0,0,0
INN15277,Room_Type 1,Offline,0,0,0,0
INN15278,Room_Type 1,Offline,0,0,0,0
INN15279,Room_Type 1,Offline,0,0,0,0
INN15280,Room_Type 1,Offline,0,0,0,0
INN15281,Room_Type 1,Online,0,0,0,2
INN15282,Room_Type 1,Online,0,0,0,1
INN15283,Room_Type 1,Offline,0,0,0,0
INN15284,Room_Type 1,Online,0,0,0,2
INN15285,Room_Type 1,Online,0,0,0,2
INN15286,Room_Type 1,Online,0,0,0,2
INN15287,Room_Type 1,Offline,0,0,0,0
INN15288,Room_Type 1,Offline,0,0,0,0
INN15289,Room_Type 1,Offline,0,0,0,0
INN15290,Room_Type 1,Corporate,1,0,7,1
INN15291,Room_Type 1,Offline,0,0,0,0
INN15292,Room_Type 1,Offline,0,0,0,0
INN15293,Room_Type 1,Offline,0,0,0,0
INN15294,Room_Type 6,Online,0,0,0,2
INN15295,Room_Type 1,Offline,0,0,0,0
INN15296,Room_Type 1,Online,0,0,0,1
INN15297,Room_Type 1,Online,0,0,0,1
INN15298,Room_Type 1,Online,0,0,0,1
INN15299,Room_Type 1,Online,0,0,0,1
INN15300,Room_Type 1,Online,0,0,0,0
INN15301,Room_Type 1,Offline,0,0,0,0
INN15302,Room_Type 5,Offline,0,0,0,2
INN15303,Room_Type 1,Offline,0,0,0,0
INN15304,Room_Type 6,Online,0,0,0,0
INN15305,Room_Type 1,Online,0,0,0,1
INN15306,Room_Type 1,Online,0,0,0,1
INN15307,Room_Type 6,Online,0,0,0,0
INN15308,Room_Type 1,Online,0,0,0,2
INN15309,Room_Type 1,Offline,0,0,0,0
INN15310,Room_Type 4,Online,0,0,0,2
INN15311,Room_Type 1,Online,0,0,0,0
INN15312,Room_Type 6,Online,0,0,0,3
INN15313,Room_Type 1,Online,0,0,0,1
INN15314,Room_Type 1,Online,0,0,0,0
INN15315,Room_Type 1,Online,0,0,0,1
INN15316,Room_Type 4,Online,0,0,0,1
INN15317,Room_Type 1,Online,0,0,0,1
INN15318,Room_Type 1,Online,0,0,0,0
INN15319,Room_Type 6,Online,0,0,0,2
INN15320,Room_Type 1,Offline,0,0,0,1
INN15321,Room_Type 1,Online,0,0,0,1
INN15322,Room_Type 6,Online,0,0,0,0
INN15323,Room_Type 1,Offline,0,0,0,0
INN15324,Room_Type 1,Online,0,0,0,0
INN15325,Room_Type 1,Offline,0,0,0,0
INN15326,Room_Type 1,Online,0,0,0,1
INN15327,Room_Type 1,Offline,0,0,0,0
INN15328,Room_Type 1,Offline,0,0,0,1
INN15329,Room_Type 1,Online,0,0,0,1
INN15330,Room_Type 1,Offline,0,0,0,0
INN15331,Room_Type 1,Offline,0,0,0,0
INN15332,Room_Type 1,Offline,0,0,0,1
INN15333,Room_Type 1,Online,0,0,0,2
INN15334,Room_Type 1,Online,0,0,0,1
INN15335,Room_Type 1,Offline,0,0,0,0
INN15336,Room_Type 1,Offline,0,0,0,0
INN15337,Room_Type 1,Offline,0,0,0,0
INN15338,Room_Type 1,Offline,0,0,0,0
INN15339,Room_Type 1,Online,0,0,0,2
INN15340,Room_Type 2,Online,0,0,0,0
INN15341,Room_Type 1,Online,0,0,0,0
INN15342,Room_Type 4,Online,0,0,0,1
INN15343,Room_Type 1,Online,0,0,0,1
INN15344,Room_Type 1,Offline,0,0,0,0
INN15345,Room_Type 1,Online,0,0,0,1
INN15346,Room_Type 4,Online,0,0,0,2
INN15347,Room_Type 1,Offline,0,0,0,1
INN15348,Room_Type 1,Offline,0,0,0,0
INN15349,Room_Type 4,Online,0,0,0,2
INN15350,Room_Type 4,Online,0,0,0,0
INN15351,Room_Type 1,Complementary,0,0,0,0
INN15352,Room_Type 1,Online,0,0,0,2
INN15353,Room_Type 1,Offline,0,0,0,0
INN15354,Room_Type 1,Offline,0,0,0,0
INN15355,Room_Type 1,Offline,0,0,0,1
INN15356,Room_Type 4,Online,0,0,0,0
INN15357,Room_Type 1,Online,0,0,0,0
INN15358,Room_Type 4,Online,0,0,0,0
INN15359,Room_Type 1,Offline,0,0,0,0
INN15360,Room_Type 2,Online,0,0,0,2
INN15361,Room_Type 1,Online,0,0,0,0
INN15362,Room_Type 1,Offline,0,0,0,0
INN15363,Room_Type 1,Online,0,0,0,1
INN15364,Room_Type 1,Online,0,0,0,1
INN15365,Room_Type 4,Online,0,0,0,1
INN15366,Room_Type 4,Online,0,0,0,0
INN15367,Room_Type 1,Offline,0,0,0,0
INN15368,Room_Type 1,Offline,0,0,0,0
INN15369,Room_Type 1,Online,0,0,0,0
INN15370,Room_Type 1,Online,0,0,0,2
INN15371,Room_Type 1,Offline,0,0,0,0
INN15372,Room_Type 1,Offline,0,0,0,0
INN15373,Room_Type 1,Online,0,0,0,1
INN15374,Room_Type 4,Online,0,0,0,0
INN15375,Room_Type 1,Online,0,0,0,1
INN15376,Room_Type 1,Online,0,0,0,1
INN15377,Room_Type 4,Online,0,0,0,0
INN15378,Room_Type 1,Online,0,0,0,1
INN15379,Room_Type 4,Offline,0,0,0,0
INN15380,Room_Type 4,Online,0,0,0,0
INN15381,Room_Type 1,Offline,0,0,0,0
INN15382,Room_Type 1,Online,0,0,0,2
INN15383,Room_Type 1,Offline,0,0,0,0
INN15384,Room_Type 1,Offline,0,0,0,0
INN15385,Room_Type 1,Online,0,0,0,3
INN15386,Room_Type 1,Online,0,0,0,0
INN15387,Room_Type 4,Online,0,0,0,0
INN15388,Room_Type 1,Offline,0,0,0,0
INN15389,Room_Type 1,Offline,0,0,0,0
INN15390,Room_Type 1,Offline,0,0,0,0
INN15391,Room_Type 1,Offline,0,0,0,0
INN15392,Room_Type 1,Offline,0,0,0,0
INN15393,Room_Type 1,Offline,0,0,0,0
INN15394,Room_Type 1,Online,0,0,0,0
INN15395,Room_Type 1,Online,0,0,0,0
INN15396,Room_Type 1,Online,0,0,0,1
INN15397,Room_Type 1,Online,0,0,0,0
INN15398,Room_Type 4,Online,0,0,0,1
INN15399,Room_Type 2,Complementary,0,0,0,1
INN15400,Room_Type 1,Online,0,0,0,2
INN15401,Room_Type 1,Online,0,0,0,1
INN15402,Room_Type 1,Online,0,0,0,2
INN15403,Room_Type 1,Offline,0,0,0,0
INN15404,Room_Type 1,Online,0,0,0,3
INN15405,Room_Type 1,Online,0,0,0,1
INN15406,Room_Type 1,Offline,0,0,0,2
INN15407,Room_Type 1,Online,0,0,0,0
INN15408,Room_Type 1,Offline,0,0,0,2
INN15409,Room_Type 1,Online,0,0,0,1
INN15410,Room_Type 1,Offline,0,0,0,1
INN15411,Room_Type 4,Online,0,0,0,1
INN15412,Room_Type 1,Offline,0,0,0,0
INN15413,Room_Type 1,Online,0,0,0,0
INN15414,Room_Type 1,Online,0,0,0,2
INN15415,Room_Type 1,Online,0,0,0,0
INN15416,Room_Type 1,Online,0,0,0,2
INN15417,Room_Type 1,Online,0,0,0,1
INN15418,Room_Type 1,Offline,0,0,0,0
INN15419,Room_Type 1,Online,0,0,0,1
INN15420,Room_Type 4,Offline,0,0,0,0
INN15421,Room_Type 6,Online,0,0,0,2
INN15422,Room_Type 1,Online,0,0,0,1
INN15423,Room_Type 6,Online,0,0,0,0
INN15424,Room_Type 1,Online,0,0,0,0
INN15425,Room_Type 4,Corporate,1,0,1,1
INN15426,Room_Type 1,Online,0,0,0,0
INN15427,Room_Type 1,Online,0,0,0,2
INN15428,Room_Type 1,Offline,0,0,0,0
INN15429,Room_Type 1,Online,0,0,0,0
INN15430,Room_Type 1,Online,0,0,0,2
INN15431,Room_Type 1,Corporate,0,0,0,0
INN15432,Room_Type 1,Offline,0,0,0,1
INN15433,Room_Type 1,Corporate,0,0,0,0
INN15434,Room_Type 1,Online,0,0,0,1
INN15435,Room_Type 1,Online,0,0,0,2
INN15436,Room_Type 2,Online,0,0,0,1
INN15437,Room_Type 1,Online,0,0,0,2
INN15438,Room_Type 1,Online,0,0,0,1
INN15439,Room_Type 1,Offline,0,0,0,0
INN15440,Room_Type 1,Online,0,0,0,1
INN15441,Room_Type 1,Offline,0,0,0,0
INN15442,Room_Type 1,Offline,0,0,0,0
INN15443,Room_Type 1,Offline,0,0,0,0
INN15444,Room_Type 4,Online,0,0,0,2
INN15445,Room_Type 1,Online,0,0,0,0
INN15446,Room_Type 1,Offline,0,0,0,0
INN15447,Room_Type 1,Online,0,0,0,0
INN15448,Room_Type 1,Offline,0,0,0,0
INN15449,Room_Type 1,Online,0,0,0,0
INN15450,Room_Type 1,Corporate,1,2,4,0
INN15451,Room_Type 6,Online,0,0,0,0
INN15452,Room_Type 1,Online,0,0,0,3
INN15453,Room_Type 1,Online,0,0,0,1
INN15454,Room_Type 4,Online,0,0,0,0
INN15455,Room_Type 1,Online,0,0,0,1
INN15456,Room_Type 1,Offline,0,0,0,0
INN15457,Room_Type 1,Offline,0,0,0,0
INN15458,Room_Type 4,Online,0,0,0,2
INN15459,Room_Type 1,Online,0,0,0,1
INN15460,Room_Type 1,Online,0,0,0,2
INN15461,Room_Type 4,Online,0,0,0,1
INN15462,Room_Type 1,Offline,0,0,0,0
INN15463,Room_Type 1,Online,0,0,0,2
INN15464,Room_Type 1,Online,0,0,0,1
INN15465,Room_Type 1,Online,0,0,0,1
INN15466,Room_Type 4,Online,0,0,0,0
INN15467,Room_Type 1,Online,0,0,0,1
INN15468,Room_Type 1,Online,0,0,0,1
INN15469,Room_Type 4,Online,0,0,0,2
INN15470,Room_Type 4,Aviation,0,0,0,0
INN15471,Room_Type 2,Online,0,0,0,0
INN15472,Room_Type 1,Online,0,0,0,0
INN15473,Room_Type 1,Offline,0,0,0,0
INN15474,Room_Type 1,Offline,0,0,0,0
INN15475,Room_Type 1,Offline,0,0,0,0
INN15476,Room_Type 1,Offline,0,0,0,2
INN15477,Room_Type 1,Online,0,0,0,1
INN15478,Room_Type 1,Online,0,0,0,0
INN15479,Room_Type 1,Online,0,0,0,0
INN15480,Room_Type 1,Online,0,0,0,0
INN15481,Room_Type 6,Online,0,0,0,2
INN15482,Room_Type 4,Online,0,0,0,2
INN15483,Room_Type 1,Offline,0,0,0,0
INN15484,Room_Type 1,Online,0,0,0,0
INN15485,Room_Type 1,Online,0,0,0,1
INN15486,Room_Type 1,Online,0,0,0,1
INN15487,Room_Type 1,Complementary,0,0,0,3
INN15488,Room_Type 1,Online,0,0,0,2
INN15489,Room_Type 4,Online,0,0,0,1
INN15490,Room_Type 1,Online,0,0,0,0
INN15491,Room_Type 4,Online,0,0,0,0
INN15492,Room_Type 1,Online,0,0,0,1
INN15493,Room_Type 1,Online,0,0,0,0
INN15494,Room_Type 1,Online,0,0,0,0
INN15495,Room_Type 1,Offline,0,0,0,0
INN15496,Room_Type 1,Online,0,0,0,2
INN15497,Room_Type 1,Online,0,0,0,0
INN15498,Room_Type 1,Offline,0,0,0,0
INN15499,Room_Type 1,Offline,0,0,0,0
INN15500,Room_Type 1,Offline,0,0,0,0
INN15501,Room_Type 1,Online,0,0,0,3
INN15502,Room_Type 1,Online,0,0,0,1
INN15503,Room_Type 4,Online,0,0,0,1
INN15504,Room_Type 1,Offline,0,0,0,0
INN15505,Room_Type 1,Offline,0,0,0,0
INN15506,Room_Type 1,Corporate,0,0,0,0
INN15507,Room_Type 4,Offline,0,0,0,0
INN15508,Room_Type 1,Online,0,0,0,1
INN15509,Room_Type 4,Online,0,0,0,2
INN15510,Room_Type 1,Online,0,0,0,0
INN15511,Room_Type 1,Offline,0,0,0,0
INN15512,Room_Type 1,Corporate,0,0,0,0
INN15513,Room_Type 1,Offline,0,0,0,0
INN15514,Room_Type 1,Offline,0,0,0,1
INN15515,Room_Type 4,Online,0,0,0,0
INN15516,Room_Type 1,Online,0,0,0,0
INN15517,Room_Type 4,Corporate,0,0,0,1
INN15518,Room_Type 4,Online,0,0,0,1
INN15519,Room_Type 1,Online,0,0,0,2
INN15520,Room_Type 4,Online,0,0,0,0
INN15521,Room_Type 4,Online,0,0,0,0
INN15522,Room_Type 1,Offline,0,0,0,0
INN15523,Room_Type 4,Online,0,0,0,0
INN15524,Room_Type 1,Offline,0,0,0,1
INN15525,Room_Type 1,Online,0,0,0,1
INN15526,Room_Type 4,Online,0,0,0,1
INN15527,Room_Type 1,Online,0,0,0,1
INN15528,Room_Type 1,Corporate,0,0,0,0
INN15529,Room_Type 1,Online,0,0,0,0
INN15530,Room_Type 1,Offline,0,0,0,1
INN15531,Room_Type 1,Online,0,0,0,2
INN15532,Room_Type 4,Online,0,0,0,0
INN15533,Room_Type 6,Online,0,0,0,0
INN15534,Room_Type 1,Online,0,0,0,0
INN15535,Room_Type 1,Online,0,0,0,0
INN15536,Room_Type 1,Offline,0,0,0,0
INN15537,Room_Type 4,Online,0,0,0,0
INN15538,Room_Type 2,Online,0,0,0,1
INN15539,Room_Type 1,Online,0,0,0,2
INN15540,Room_Type 1,Online,0,0,0,1
INN15541,Room_Type 4,Online,0,0,0,0
INN15542,Room_Type 1,Online,0,0,0,1
INN15543,Room_Type 1,Online,0,0,0,0
INN15544,Room_Type 2,Online,0,0,0,1
INN15545,Room_Type 1,Online,0,0,0,2
INN15546,Room_Type 1,Offline,0,0,0,1
INN15547,Room_Type 1,Aviation,0,0,0,0
INN15548,Room_Type 1,Online,0,0,0,1
INN15549,Room_Type 1,Online,0,0,0,1
INN15550,Room_Type 1,Offline,0,0,0,0
INN15551,Room_Type 1,Offline,0,0,0,1
INN15552,Room_Type 1,Offline,0,0,0,0
INN15553,Room_Type 1,Corporate,0,0,0,0
INN15554,Room_Type 1,Online,0,0,0,0
