,Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status,total_nights
15294,INN15295,2,0,2,2,0,Room_Type 1,25,2018,3,13,Offline,0,0,0,63.58,0,Not_Canceled,4
15295,INN15296,2,0,0,4,0,Room_Type 1,118,2017,8,26,Online,0,0,0,58.9,1,Canceled,4
15296,INN15297,2,0,2,3,0,Room_Type 1,76,2018,3,27,Online,0,0,0,58.9,1,Not_Canceled,5
15297,INN15298,2,0,0,3,0,Room_Type 1,22,2017,10,1,Online,0,0,0,127.0,1,Not_Canceled,3
15298,INN15299,1,0,3,7,0,Room_Type 1,11,2018,11,18,Online,0,0,0,76.93,1,Canceled,10
15299,INN15300,2,0,1,2,0,Room_Type 1,48,2018,8,29,Online,0,0,0,112.5,0,Not_Canceled,3
15300,INN15301,2,0,0,3,0,Room_Type 1,213,2018,6,7,Offline,0,0,0,130.0,0,Canceled,3
15301,INN15302,2,0,0,2,0,Room_Type 5,1,2018,9,27,Offline,0,0,0,170.0,2,Not_Canceled,2
15302,INN15303,2,0,1,2,0,Room_Type 1,309,2018,5,13,Offline,0,0,0,101.0,0,Canceled,3
15303,INN15304,2,1,1,3,0,Room_Type 6,100,2018,10,24,Online,0,0,0,221.18,0,Canceled,4
15304,INN15305,2,0,1,2,0,Room_Type 1,209,2018,4,25,Online,0,0,0,81.77,1,Not_Canceled,3
15305,INN15306,2,0,1,3,0,Room_Type 1,100,2018,5,19,Online,0,0,0,136.0,1,Not_Canceled,4
15306,INN15307,2,2,1,3,0,Room_Type 6,14,2018,4,18,Online,0,0,0,191.5,0,Canceled,4
15307,INN15308,2,0,2,0,0,Room_Type 1,95,2018,11,20,Online,0,0,0,84.6,2,Canceled,2
15308,INN15309,1,0,2,1,0,Room_Type 1,1,2018,2,28,Offline,0,0,0,60.0,0,Canceled,3
15309,INN15310,3,0,2,4,0,Room_Type 4,41,2018,8,28,Online,0,0,0,143.55,2,Canceled,6
15310,INN15311,2,0,2,3,0,Room_Type 1,10,2018,2,20,Online,0,0,0,81.0,0,Not_Canceled,5
15311,INN15312,2,0,1,1,0,Room_Type 6,5,2018,9,24,Online,0,0,0,239.0,3,Not_Canceled,2
15312,INN15313,2,0,0,3,0,Room_Type 1,7,2018,10,20,Online,0,0,0,123.2,1,Not_Canceled,3
15313,INN15314,2,0,2,5,0,Room_Type 1,14,2018,10,4,Online,0,0,0,153.03,0,Not_Canceled,7
15314,INN15315,2,0,0,3,0,Room_Type 1,80,2018,4,12,Online,0,0,0,85.5,1,Canceled,3
15315,INN15316,1,0,0,1,0,Room_Type 4,15,2018,4,20,Online,0,0,0,109.34,1,Not_Canceled,1
15316,INN15317,2,1,2,0,0,Room_Type 1,143,2018,6,26,Online,0,0,0,118.65,1,Canceled,2
15317,INN15318,1,0,1,1,0,Room_Type 1,66,2018,4,2,Online,0,0,0,88.2,0,Canceled,2
15318,INN15319,2,2,0,2,0,Room_Type 6,2,2018,7,20,Online,0,0,0,201.0,2,Not_Canceled,2
15319,INN15320,2,0,2,0,0,Room_Type 1,386,2018,10,23,Offline,0,0,0,115.0,1,Canceled,2
15320,INN15321,2,0,0,1,0,Room_Type 1,8,2018,9,2,Online,0,0,0,119.0,1,Not_Canceled,1
15321,INN15322,1,0,1,2,0,Room_Type 6,63,2018,11,7,Online,0,0,0,193.68,0,Not_Canceled,3
15322,INN15323,2,0,1,2,0,Room_Type 1,207,2018,12,30,Offline,0,0,0,95.0,0,Not_Canceled,3
15323,INN15324,2,0,0,4,0,Room_Type 1,178,2018,8,10,Online,0,0,0,89.25,0,Canceled,4
15324,INN15325,2,0,2,0,0,Room_Type 1,146,2018,4,24,Offline,0,0,0,95.0,0,Canceled,2
15325,INN15326,2,0,1,3,0,Room_Type 1,22,2018,11,24,Online,0,0,0,68.07,1,Not_Canceled,4
15326,INN15327,1,0,1,2,0,Room_Type 1,18,2018,2,19,Offline,0,0,0,69.0,0,Canceled,3
15327,INN15328,3,0,0,1,0,Room_Type 1,37,2018,6,29,Offline,0,0,0,111.6,1,Not_Canceled,1
15328,INN15329,2,0,2,2,0,Room_Type 1,91,2018,9,3,Online,0,0,0,135.9,1,Not_Canceled,4
15329,INN15330,1,0,0,3,0,Room_Type 1,73,2017,11,24,Offline,0,0,0,67.83,0,Not_Canceled,3
15330,INN15331,1,0,1,0,0,Room_Type 1,4,2018,9,26,Offline,0,0,0,98.1,0,Canceled,1
15331,INN15332,2,0,2,2,0,Room_Type 1,226,2018,10,29,Offline,0,0,0,70.0,1,Not_Canceled,4
15332,INN15333,3,0,2,1,0,Room_Type 1,35,2018,4,17,Online,0,0,0,101.41,2,Not_Canceled,3
15333,INN15334,2,0,0,5,0,Room_Type 1,21,2018,7,5,Online,0,0,0,139.0,1,Not_Canceled,5
15334,INN15335,1,0,0,3,0,Room_Type 1,166,2018,11,1,Offline,0,0,0,110.0,0,Canceled,3
15335,INN15336,2,0,1,2,0,Room_Type 1,305,2018,11,4,Offline,0,0,0,89.0,0,Canceled,3
15336,INN15337,2,0,1,2,0,Room_Type 1,273,2018,5,13,Offline,0,0,0,95.0,0,Canceled,3
15337,INN15338,1,0,0,2,0,Room_Type 1,102,2017,10,16,Offline,0,0,0,87.0,0,Not_Canceled,2
15338,INN15339,1,0,1,1,0,Room_Type 1,24,2018,6,13,Online,0,0,0,99.0,2,Not_Canceled,2
15339,INN15340,0,2,2,5,0,Room_Type 2,40,2018,9,4,Online,0,0,0,106.9,0,Canceled,7
15340,INN15341,2,0,1,0,0,Room_Type 1,5,2018,8,21,Online,0,0,0,167.0,0,Canceled,1
15341,INN15342,3,0,0,2,0,Room_Type 4,8,2018,2,5,Online,0,0,0,127.0,1,Canceled,2
15342,INN15343,2,0,2,5,1,Room_Type 1,102,2018,7,23,Online,0,0,0,114.3,1,Not_Canceled,7
15343,INN15344,1,0,0,2,0,Room_Type 1,188,2018,6,15,Offline,0,0,0,130.0,0,Canceled,2
15344,INN15345,2,0,2,4,0,Room_Type 1,281,2018,12,28,Online,0,0,0,68.07,1,Not_Canceled,6
15345,INN15346,3,0,0,1,0,Room_Type 4,27,2018,7,23,Online,0,0,0,187.0,2,Not_Canceled,1
15346,INN15347,2,0,0,2,0,Room_Type 1,5,2017,11,17,Offline,0,0,0,86.6,1,Not_Canceled,2
15347,INN15348,2,0,1,2,0,Room_Type 1,305,2018,11,4,Offline,0,0,0,89.0,0,Canceled,3
15348,INN15349,3,0,0,1,0,Room_Type 4,1,2018,12,6,Online,0,0,0,154.0,2,Not_Canceled,1
15349,INN15350,2,0,2,1,0,Room_Type 4,3,2018,7,10,Online,0,0,0,162.67,0,Canceled,3
15350,INN15351,1,0,2,0,0,Room_Type 1,386,2018,10,23,Complementary,0,0,0,3.0,0,Not_Canceled,2
15351,INN15352,2,0,1,2,0,Room_Type 1,7,2018,8,15,Online,0,0,0,165.67,2,Not_Canceled,3
15352,INN15353,2,0,0,1,0,Room_Type 1,72,2017,9,18,Offline,0,0,0,108.0,0,Not_Canceled,1
15353,INN15354,2,0,0,2,0,Room_Type 1,0,2017,8,14,Offline,0,0,0,109.0,0,Not_Canceled,2
15354,INN15355,2,0,1,1,0,Room_Type 1,301,2018,7,30,Offline,0,0,0,115.0,1,Canceled,2
15355,INN15356,3,0,0,1,0,Room_Type 4,69,2018,7,2,Online,0,0,0,150.3,0,Canceled,1
15356,INN15357,1,0,1,1,0,Room_Type 1,66,2018,4,2,Online,0,0,0,88.2,0,Canceled,2
15357,INN15358,2,0,1,3,0,Room_Type 4,167,2018,12,26,Online,0,0,0,97.75,0,Canceled,4
15358,INN15359,2,0,1,2,0,Room_Type 1,418,2018,9,26,Offline,0,0,0,75.0,0,Canceled,3
15359,INN15360,2,0,1,3,0,Room_Type 2,121,2018,2,15,Online,0,0,0,58.91,2,Not_Canceled,4
15360,INN15361,2,0,0,1,0,Room_Type 1,23,2017,9,4,Online,0,0,0,105.0,0,Not_Canceled,1
15361,INN15362,1,0,1,1,0,Room_Type 1,118,2018,6,6,Offline,0,0,0,110.0,0,Not_Canceled,2
15362,INN15363,2,0,1,4,0,Room_Type 1,75,2018,4,4,Online,0,0,0,87.55,1,Not_Canceled,5
15363,INN15364,1,0,1,2,0,Room_Type 1,61,2018,2,29,Online,0,0,0,78.9,1,Canceled,3
15364,INN15365,2,0,0,2,0,Room_Type 4,86,2018,10,26,Online,0,0,0,104.4,1,Canceled,2
15365,INN15366,3,0,2,7,0,Room_Type 4,142,2018,10,21,Online,0,0,0,187.0,0,Canceled,9
15366,INN15367,1,0,0,2,0,Room_Type 1,6,2017,12,3,Offline,0,0,0,55.0,0,Not_Canceled,2
15367,INN15368,2,0,1,0,0,Room_Type 1,19,2018,9,19,Offline,0,0,0,118.15,0,Canceled,1
15368,INN15369,2,0,0,1,0,Room_Type 1,0,2018,2,18,Online,0,0,0,79.0,0,Not_Canceled,1
15369,INN15370,2,0,0,1,0,Room_Type 1,11,2017,8,28,Online,0,0,0,90.0,2,Not_Canceled,1
15370,INN15371,1,0,2,1,0,Room_Type 1,1,2018,2,28,Offline,0,0,0,60.0,0,Canceled,3
15371,INN15372,1,0,0,3,0,Room_Type 1,166,2018,11,1,Offline,0,0,0,110.0,0,Canceled,3
15372,INN15373,2,0,1,4,0,Room_Type 1,194,2018,9,7,Online,0,0,0,116.45,1,Canceled,5
15373,INN15374,2,0,2,3,0,Room_Type 4,129,2018,7,31,Online,0,0,0,120.6,0,Canceled,5
15374,INN15375,2,0,0,3,0,Room_Type 1,34,2017,10,29,Online,0,0,0,87.32,1,Not_Canceled,3
15375,INN15376,2,1,0,3,0,Room_Type 1,159,2018,5,26,Online,0,0,0,119.85,1,Canceled,3
15376,INN15377,2,0,1,4,0,Room_Type 4,60,2018,4,18,Online,0,0,0,110.5,0,Not_Canceled,5
15377,INN15378,2,0,0,3,0,Room_Type 1,44,2018,8,31,Online,0,0,0,99.0,1,Not_Canceled,3
15378,INN15379,2,0,0,3,0,Room_Type 4,57,2017,11,17,Offline,0,0,0,60.0,0,Not_Canceled,3
15379,INN15380,2,0,1,2,0,Room_Type 4,15,2018,9,2,Online,0,0,0,153.0,0,Not_Canceled,3
15380,INN15381,2,0,0,2,0,Room_Type 1,57,2018,11,11,Offline,0,0,0,75.0,0,Not_Canceled,2
15381,INN15382,3,0,0,3,0,Room_Type 1,199,2018,8,9,Online,0,0,0,128.7,2,Canceled,3
15382,INN15383,1,0,2,1,0,Room_Type 1,38,2018,6,19,Offline,0,0,0,81.0,0,Canceled,3
15383,INN15384,2,0,0,2,0,Room_Type 1,292,2018,7,21,Offline,0,0,0,115.0,0,Canceled,2
15384,INN15385,2,0,1,3,0,Room_Type 1,8,2018,11,3,Online,0,0,0,127.5,3,Not_Canceled,4
15385,INN15386,2,0,0,3,0,Room_Type 1,62,2018,6,9,Online,0,0,0,117.9,0,Not_Canceled,3
15386,INN15387,2,0,2,2,0,Room_Type 4,90,2018,8,7,Online,0,0,0,133.2,0,Not_Canceled,4
15387,INN15388,1,0,0,3,0,Room_Type 1,37,2018,10,13,Offline,0,0,0,95.0,0,Not_Canceled,3
15388,INN15389,2,0,2,2,0,Room_Type 1,26,2018,10,9,Offline,0,0,0,85.0,0,Not_Canceled,4
15389,INN15390,2,0,0,2,0,Room_Type 1,68,2017,9,29,Offline,0,0,0,65.0,0,Not_Canceled,2
15390,INN15391,1,0,1,1,0,Room_Type 1,42,2018,8,15,Offline,0,0,0,72.0,0,Canceled,2
15391,INN15392,2,0,1,2,0,Room_Type 1,6,2017,11,9,Offline,0,0,0,80.0,0,Not_Canceled,3
15392,INN15393,1,0,0,3,0,Room_Type 1,335,2018,10,13,Offline,0,0,0,80.0,0,Not_Canceled,3
15393,INN15394,2,1,0,2,0,Room_Type 1,58,2018,12,8,Online,0,0,0,109.8,0,Canceled,2
15394,INN15395,1,0,2,7,0,Room_Type 1,28,2018,2,3,Online,0,0,0,74.7,0,Canceled,9
15395,INN15396,2,0,2,4,0,Room_Type 1,261,2018,10,22,Online,0,0,0,93.78,1,Not_Canceled,6
15396,INN15397,2,0,1,1,0,Room_Type 1,1,2018,8,1,Online,0,0,0,71.65,0,Not_Canceled,2
15397,INN15398,1,0,1,1,0,Room_Type 4,11,2018,10,3,Online,0,0,0,130.9,1,Not_Canceled,2
15398,INN15399,2,0,0,2,0,Room_Type 2,11,2017,12,11,Complementary,0,0,0,0.0,1,Not_Canceled,2
15399,INN15400,3,0,0,2,0,Room_Type 1,55,2018,4,29,Online,0,0,0,159.3,2,Not_Canceled,2
15400,INN15401,2,0,2,1,0,Room_Type 1,60,2018,8,13,Online,0,0,0,135.9,1,Not_Canceled,3
15401,INN15402,2,1,2,0,0,Room_Type 1,68,2018,4,24,Online,0,0,0,117.0,2,Not_Canceled,2
15402,INN15403,2,0,1,2,0,Room_Type 1,418,2018,9,26,Offline,0,0,0,107.0,0,Canceled,3
15403,INN15404,2,0,1,0,0,Room_Type 1,52,2018,8,28,Online,0,0,0,99.0,3,Not_Canceled,1
15404,INN15405,1,0,2,1,0,Room_Type 1,24,2018,12,18,Online,0,0,0,104.0,1,Not_Canceled,3
15405,INN15406,2,0,0,2,0,Room_Type 1,28,2018,3,18,Offline,0,0,0,70.0,2,Not_Canceled,2
15406,INN15407,2,1,0,3,0,Room_Type 1,113,2018,7,12,Online,0,0,0,121.5,0,Not_Canceled,3
15407,INN15408,2,0,2,5,0,Room_Type 1,125,2018,7,10,Offline,0,0,0,63.75,2,Not_Canceled,7
15408,INN15409,2,0,0,4,0,Room_Type 1,2,2018,11,22,Online,0,0,0,97.54,1,Not_Canceled,4
15409,INN15410,2,0,2,4,0,Room_Type 1,114,2018,2,26,Offline,0,0,0,85.0,1,Not_Canceled,6
15410,INN15411,2,0,0,1,0,Room_Type 4,21,2017,10,8,Online,0,0,0,117.0,1,Canceled,1
15411,INN15412,2,0,1,0,0,Room_Type 1,286,2018,10,16,Offline,0,0,0,90.0,0,Canceled,1
15412,INN15413,2,0,2,3,0,Room_Type 1,75,2018,4,1,Online,0,0,0,82.45,0,Canceled,5
15413,INN15414,2,0,1,4,0,Room_Type 1,51,2018,11,2,Online,0,0,0,88.0,2,Not_Canceled,5
15414,INN15415,2,0,0,3,0,Room_Type 1,64,2018,4,12,Online,0,0,0,94.5,0,Canceled,3
15415,INN15416,1,0,1,2,0,Room_Type 1,50,2018,11,18,Online,0,0,0,86.4,2,Not_Canceled,3
15416,INN15417,2,0,0,4,0,Room_Type 1,93,2017,10,7,Online,0,0,0,89.25,1,Not_Canceled,4
15417,INN15418,1,0,0,2,0,Room_Type 1,192,2018,6,24,Offline,0,0,0,95.0,0,Not_Canceled,2
15418,INN15419,2,0,2,2,0,Room_Type 1,33,2018,11,13,Online,0,0,0,97.4,1,Not_Canceled,4
15419,INN15420,2,0,0,4,0,Room_Type 4,58,2017,11,18,Offline,0,0,0,60.0,0,Not_Canceled,4
15420,INN15421,2,2,0,1,0,Room_Type 6,2,2017,8,26,Online,0,0,0,156.0,2,Not_Canceled,1
15421,INN15422,2,0,1,3,0,Room_Type 1,99,2018,4,28,Online,0,0,0,101.58,1,Not_Canceled,4
15422,INN15423,1,0,0,2,0,Room_Type 6,13,2018,9,27,Online,0,0,0,176.33,0,Not_Canceled,2
15423,INN15424,2,0,2,1,0,Room_Type 1,228,2018,10,30,Online,0,0,0,87.9,0,Canceled,3
15424,INN15425,1,0,0,2,0,Room_Type 4,7,2018,9,21,Corporate,1,0,1,119.0,1,Not_Canceled,2
15425,INN15426,2,0,0,1,0,Room_Type 1,18,2018,6,23,Online,0,0,0,89.0,0,Not_Canceled,1
15426,INN15427,2,0,0,2,0,Room_Type 1,182,2018,9,30,Online,0,0,0,117.9,2,Canceled,2
15427,INN15428,1,0,0,1,0,Room_Type 1,58,2018,11,11,Offline,0,0,0,80.0,0,Not_Canceled,1
15428,INN15429,2,0,1,0,0,Room_Type 1,11,2018,2,14,Online,0,0,0,109.0,0,Not_Canceled,1
15429,INN15430,2,1,2,5,0,Room_Type 1,106,2017,7,29,Online,0,0,0,106.75,2,Canceled,7
15430,INN15431,2,0,0,2,0,Room_Type 1,29,2018,12,2,Corporate,0,0,0,85.0,0,Not_Canceled,2
15431,INN15432,3,0,1,3,0,Room_Type 1,4,2018,2,15,Offline,0,0,0,92.65,1,Not_Canceled,4
15432,INN15433,2,0,0,2,0,Room_Type 1,86,2017,9,9,Corporate,0,0,0,100.0,0,Not_Canceled,2
15433,INN15434,2,0,2,2,0,Room_Type 1,9,2018,10,16,Online,0,0,0,140.0,1,Canceled,4
15434,INN15435,2,0,1,1,0,Room_Type 1,39,2018,11,19,Online,0,0,0,88.0,2,Not_Canceled,2
15435,INN15436,2,0,0,2,0,Room_Type 2,9,2018,1,29,Online,0,0,0,78.25,1,Not_Canceled,2
15436,INN15437,2,0,1,3,0,Room_Type 1,222,2018,9,29,Online,0,0,0,111.35,2,Canceled,4
15437,INN15438,2,0,2,1,0,Room_Type 1,11,2018,10,30,Online,0,0,0,133.33,1,Not_Canceled,3
15438,INN15439,1,0,1,2,0,Room_Type 1,1,2018,2,29,Offline,0,0,0,76.0,0,Not_Canceled,3
15439,INN15440,2,0,0,2,1,Room_Type 1,11,2018,11,18,Online,0,0,0,104.0,1,Not_Canceled,2
15440,INN15441,2,0,0,3,0,Room_Type 1,304,2018,11,3,Offline,0,0,0,89.0,0,Canceled,3
15441,INN15442,2,0,1,1,0,Room_Type 1,35,2018,9,17,Offline,0,0,0,85.5,0,Not_Canceled,2
15442,INN15443,2,0,0,2,0,Room_Type 1,48,2018,9,14,Offline,0,0,0,130.0,0,Not_Canceled,2
15443,INN15444,2,0,2,3,0,Room_Type 4,58,2018,12,29,Online,0,0,0,178.56,2,Not_Canceled,5
15444,INN15445,2,0,2,3,0,Room_Type 1,138,2018,8,4,Online,0,0,0,104.55,0,Canceled,5
15445,INN15446,2,0,1,2,0,Room_Type 1,1,2017,12,4,Offline,0,0,0,80.27,0,Not_Canceled,3
15446,INN15447,2,0,1,3,0,Room_Type 1,38,2018,3,14,Online,0,0,0,71.1,0,Not_Canceled,4
15447,INN15448,2,0,2,2,0,Room_Type 1,67,2018,12,2,Offline,0,0,0,75.0,0,Not_Canceled,4
15448,INN15449,2,0,0,1,0,Room_Type 1,109,2018,10,11,Online,0,0,0,108.0,0,Canceled,1
15449,INN15450,2,0,0,1,1,Room_Type 1,2,2018,7,8,Corporate,1,2,4,77.0,0,Not_Canceled,1
15450,INN15451,2,2,2,5,0,Room_Type 6,32,2018,4,16,Online,0,0,0,228.6,0,Canceled,7
15451,INN15452,2,0,0,2,0,Room_Type 1,35,2017,10,8,Online,0,0,0,103.05,3,Not_Canceled,2
15452,INN15453,1,0,0,1,0,Room_Type 1,7,2018,2,4,Online,0,0,0,86.0,1,Not_Canceled,1
15453,INN15454,2,0,1,3,0,Room_Type 4,5,2018,1,28,Online,0,0,0,108.0,0,Not_Canceled,4
15454,INN15455,2,0,2,1,0,Room_Type 1,76,2018,2,21,Online,0,0,0,80.3,1,Not_Canceled,3
15455,INN15456,2,0,2,1,0,Room_Type 1,124,2017,8,8,Offline,0,0,0,94.5,0,Canceled,3
15456,INN15457,1,0,2,2,0,Room_Type 1,56,2017,9,25,Offline,0,0,0,185.0,0,Not_Canceled,4
15457,INN15458,3,0,2,5,0,Room_Type 4,168,2018,7,17,Online,0,0,0,126.41,2,Canceled,7
15458,INN15459,2,0,1,2,0,Room_Type 1,149,2018,6,10,Online,0,0,0,120.0,1,Not_Canceled,3
15459,INN15460,1,0,1,3,0,Room_Type 1,5,2018,10,27,Online,0,0,0,159.0,2,Not_Canceled,4
15460,INN15461,2,0,0,1,0,Room_Type 4,23,2018,8,3,Online,0,0,0,166.0,1,Not_Canceled,1
15461,INN15462,2,0,1,1,0,Room_Type 1,60,2017,9,21,Offline,0,0,0,65.0,0,Not_Canceled,2
15462,INN15463,2,1,0,2,0,Room_Type 1,210,2018,8,16,Online,0,0,0,90.0,2,Canceled,2
15463,INN15464,2,0,0,3,1,Room_Type 1,4,2018,3,24,Online,0,0,0,156.67,1,Not_Canceled,3
15464,INN15465,1,0,1,4,0,Room_Type 1,179,2018,7,4,Online,0,0,0,66.76,1,Not_Canceled,5
15465,INN15466,2,0,0,2,0,Room_Type 4,1,2017,10,7,Online,0,0,0,155.0,0,Not_Canceled,2
15466,INN15467,2,0,1,3,0,Room_Type 1,131,2018,8,1,Online,0,0,0,99.45,1,Not_Canceled,4
15467,INN15468,2,0,0,3,0,Room_Type 1,57,2018,12,8,Online,0,0,0,96.6,1,Not_Canceled,3
15468,INN15469,2,0,0,2,0,Room_Type 4,55,2018,6,21,Online,0,0,0,113.4,2,Not_Canceled,2
15469,INN15470,1,0,1,0,0,Room_Type 4,5,2018,9,12,Aviation,0,0,0,110.0,0,Canceled,1
15470,INN15471,2,0,2,5,0,Room_Type 2,288,2018,12,22,Online,0,0,0,67.26,0,Canceled,7
15471,INN15472,2,0,0,1,0,Room_Type 1,221,2017,9,18,Online,0,0,0,89.2,0,Canceled,1
15472,INN15473,2,0,0,2,0,Room_Type 1,256,2018,6,15,Offline,0,0,0,109.0,0,Canceled,2
15473,INN15474,2,0,0,2,0,Room_Type 1,211,2018,5,20,Offline,0,0,0,100.0,0,Canceled,2
15474,INN15475,2,0,0,3,0,Room_Type 1,120,2018,6,15,Offline,0,0,0,80.75,0,Not_Canceled,3
15475,INN15476,2,1,0,3,0,Room_Type 1,8,2017,9,1,Offline,0,0,0,134.75,2,Not_Canceled,3
15476,INN15477,2,0,2,0,0,Room_Type 1,10,2018,4,3,Online,0,0,0,89.0,1,Not_Canceled,2
15477,INN15478,2,0,2,6,0,Room_Type 1,149,2018,7,12,Online,0,0,0,89.25,0,Canceled,8
15478,INN15479,2,0,0,3,0,Room_Type 1,87,2018,6,9,Online,0,0,0,97.71,0,Canceled,3
15479,INN15480,2,0,0,5,0,Room_Type 1,42,2018,11,1,Online,0,0,0,91.8,0,Canceled,5
15480,INN15481,4,0,2,0,0,Room_Type 6,1,2018,12,25,Online,0,0,0,120.0,2,Not_Canceled,2
15481,INN15482,2,0,2,1,0,Room_Type 4,130,2018,8,27,Online,0,0,0,109.8,2,Not_Canceled,3
15482,INN15483,2,0,2,2,0,Room_Type 1,75,2018,9,17,Offline,0,0,0,80.75,0,Not_Canceled,4
15483,INN15484,2,0,0,1,0,Room_Type 1,139,2018,7,2,Online,0,0,0,85.5,0,Canceled,1
15484,INN15485,2,0,0,1,0,Room_Type 1,6,2018,6,30,Online,0,0,0,139.0,1,Canceled,1
15485,INN15486,2,0,0,1,0,Room_Type 1,62,2018,9,3,Online,0,0,0,109.8,1,Not_Canceled,1
15486,INN15487,1,0,0,1,0,Room_Type 1,0,2018,1,27,Complementary,0,0,0,0.0,3,Not_Canceled,1
15487,INN15488,2,0,0,2,0,Room_Type 1,185,2018,5,6,Online,0,0,0,81.77,2,Canceled,2
15488,INN15489,2,0,1,0,0,Room_Type 4,1,2018,1,4,Online,0,0,0,99.0,1,Not_Canceled,1
15489,INN15490,2,0,0,3,0,Room_Type 1,178,2018,8,25,Online,0,0,0,96.3,0,Canceled,3
15490,INN15491,1,0,2,2,0,Room_Type 4,119,2018,8,5,Online,0,0,0,144.45,0,Canceled,4
15491,INN15492,2,0,1,3,0,Room_Type 1,107,2018,12,26,Online,0,0,0,61.09,1,Not_Canceled,4
15492,INN15493,2,1,2,1,0,Room_Type 1,68,2018,7,24,Online,0,0,0,121.5,0,Canceled,3
15493,INN15494,2,0,1,3,0,Room_Type 1,28,2018,8,29,Online,0,0,0,118.15,0,Not_Canceled,4
15494,INN15495,1,0,0,2,0,Room_Type 1,188,2018,6,15,Offline,0,0,0,130.0,0,Canceled,2
15495,INN15496,2,0,1,1,0,Room_Type 1,5,2018,8,13,Online,0,0,0,174.0,2,Not_Canceled,2
15496,INN15497,1,0,1,1,0,Room_Type 1,16,2018,2,6,Online,0,0,0,85.0,0,Canceled,2
15497,INN15498,2,0,0,2,0,Room_Type 1,317,2018,9,15,Offline,0,0,0,120.0,0,Canceled,2
15498,INN15499,2,0,0,2,0,Room_Type 1,30,2017,9,30,Offline,0,0,0,121.0,0,Not_Canceled,2
15499,INN15500,1,0,1,2,0,Room_Type 1,219,2017,9,4,Offline,0,0,0,76.67,0,Not_Canceled,3
15500,INN15501,2,0,0,1,0,Room_Type 1,49,2018,9,2,Online,0,0,0,109.8,3,Not_Canceled,1
15501,INN15502,2,0,0,1,0,Room_Type 1,11,2018,11,5,Online,0,0,0,130.0,1,Canceled,1
15502,INN15503,2,1,1,2,0,Room_Type 4,46,2018,12,2,Online,0,0,0,102.6,1,Not_Canceled,3
15503,INN15504,2,0,0,3,0,Room_Type 1,34,2017,9,23,Offline,0,0,0,224.67,0,Canceled,3
15504,INN15505,2,0,0,4,0,Room_Type 1,270,2018,4,20,Offline,0,0,0,80.0,0,Not_Canceled,4
15505,INN15506,1,0,0,3,1,Room_Type 1,5,2018,8,30,Corporate,0,0,0,67.0,0,Not_Canceled,3
15506,INN15507,3,0,1,2,0,Room_Type 4,158,2018,8,15,Offline,0,0,0,107.1,0,Canceled,3
15507,INN15508,2,0,0,1,0,Room_Type 1,36,2018,6,16,Online,0,0,0,116.1,1,Not_Canceled,1
15508,INN15509,3,0,2,5,1,Room_Type 4,129,2018,8,3,Online,0,0,0,151.84,2,Not_Canceled,7
15509,INN15510,2,0,2,2,0,Room_Type 1,30,2018,10,2,Online,0,0,0,139.28,0,Canceled,4
15510,INN15511,2,0,2,1,0,Room_Type 1,2,2017,8,1,Offline,0,0,0,94.5,0,Canceled,3
15511,INN15512,1,0,1,0,0,Room_Type 1,0,2018,6,20,Corporate,0,0,0,95.0,0,Not_Canceled,1
15512,INN15513,2,0,0,3,0,Room_Type 1,44,2018,2,17,Offline,0,0,0,75.0,0,Not_Canceled,3
15513,INN15514,1,0,1,2,0,Room_Type 1,57,2018,6,10,Offline,0,0,0,75.33,1,Not_Canceled,3
15514,INN15515,2,0,2,1,0,Room_Type 4,28,2018,3,5,Online,0,0,0,105.8,0,Canceled,3
15515,INN15516,2,0,0,1,0,Room_Type 1,107,2018,11,25,Online,0,0,0,79.2,0,Canceled,1
15516,INN15517,2,0,0,2,0,Room_Type 4,2,2018,7,13,Corporate,0,0,0,150.0,1,Not_Canceled,2
15517,INN15518,2,0,0,4,0,Room_Type 4,15,2018,8,31,Online,0,0,0,116.0,1,Not_Canceled,4
15518,INN15519,2,0,1,2,0,Room_Type 1,163,2018,9,12,Online,0,0,0,126.9,2,Canceled,3
15519,INN15520,3,0,2,1,0,Room_Type 4,19,2018,8,14,Online,0,0,0,191.0,0,Canceled,3
15520,INN15521,3,0,2,1,0,Room_Type 4,38,2018,8,14,Online,0,0,0,151.47,0,Canceled,3
15521,INN15522,1,0,2,1,0,Room_Type 1,23,2018,1,2,Offline,0,0,0,87.0,0,Not_Canceled,3
15522,INN15523,2,0,2,5,0,Room_Type 4,56,2018,3,6,Online,0,0,0,82.45,0,Canceled,7
15523,INN15524,1,0,1,0,0,Room_Type 1,2,2018,2,21,Offline,0,0,0,75.0,1,Not_Canceled,1
15524,INN15525,2,0,1,0,0,Room_Type 1,44,2018,6,19,Online,0,0,0,99.1,1,Not_Canceled,1
15525,INN15526,2,0,0,1,0,Room_Type 4,155,2018,8,18,Online,0,0,0,118.8,1,Canceled,1
15526,INN15527,2,0,0,3,0,Room_Type 1,27,2018,2,18,Online,0,0,0,93.0,1,Not_Canceled,3
